1	2	81	TP	0.643431835344
2	3	1	TP	0.891964394432
3	4	0	TP	0.892582334579
4	5	213	TN	0.18146214149
6	7	69	UNDETERMINED	0.700455332001
8	9	114	UNDETERMINED	0.4851769864
10	11	148	UNDETERMINED	0.331339960666
11	12	25	UNDETERMINED	0.85916057677
13	14	88	TP	0.609774861082
14	15	146	TN	0.339503237992
16	17	-210	UNDETERMINED	0.473821226297
18	19	59	TP	0.745765159278
20	21	-82	UNDETERMINED	0.647981871802
21	22	306	UNDETERMINED	0.195858299847
23	24	7	UNDETERMINED	0.887070790702
24	25	42	UNDETERMINED	0.812182826106
25	26	-1	UNDETERMINED	0.893144797302
26	27	124	UNDETERMINED	0.437807214508
27	28	1	UNDETERMINED	0.891964394432
28	29	65	UNDETERMINED	0.71894258647
29	30	166	UNDETERMINED	0.267088444894
30	31	455	TN	0.0624749846777
31	32	17	TP	0.87415597181
32	33	261	TN	0.17605662268
34	35	5	UNDETERMINED	0.888930787129
35	36	108	UNDETERMINED	0.513826640527
36	37	73	UNDETERMINED	0.681636113536
37	38	128	UNDETERMINED	0.419126780682
38	39	30	UNDETERMINED	0.847519660187
40	41	14	TP	0.878683572205
41	42	50	TP	0.783035664973
42	43	-4	TP	0.894501849022
43	44	56	TN	0.758640840231
44	45	107	UNDETERMINED	0.518609677165
45	46	-8	UNDETERMINED	0.895545747803
46	47	191	UNDETERMINED	0.208819408782
48	49	6	TP	0.888029797463
49	50	2	TP	0.891290655137
50	51	-4	TP	0.894501849022
51	52	-1	TP	0.893144797302
52	53	52	TP	0.775123463963
54	55	294	UNDETERMINED	0.19564273945
56	57	11	UNDETERMINED	0.882643147786
57	58	164	UNDETERMINED	0.273319646074
58	59	74	UNDETERMINED	0.67689311825
59	60	284	UNDETERMINED	0.191590741034
60	61	10	UNDETERMINED	0.883840015415
62	63	85	UNDETERMINED	0.624205850004
64	65	-17	UNDETERMINED	0.894666284863
65	66	-25	UNDETERMINED	0.88990409382
66	67	163	UNDETERMINED	0.276525011769
68	69	101	UNDETERMINED	0.547341773615
70	71	10	UNDETERMINED	0.883840015415
71	72	2	UNDETERMINED	0.891290655137
72	73	-1	UNDETERMINED	0.893144797302
73	74	92	UNDETERMINED	0.590540415761
75	76	317	TN	0.191889468826
76	77	2	TP	0.891290655137
77	78	179	TN	0.232429462414
78	79	601	TN	0.0970768426646
79	80	1	TP	0.891964394432
80	81	-4	TP	0.894501849022
81	82	15	TP	0.87723842875
82	83	-14	TP	0.89546480066
83	84	-4	TP	0.894501849022
84	85	-7	TP	0.89536664111
85	86	2	TP	0.891290655137
86	87	-1	TP	0.893144797302
87	88	-4	TP	0.894501849022
88	89	53	TP	0.771082263601
89	90	-8	TP	0.895545747803
90	91	1	TP	0.891964394432
91	92	-4	TP	0.894501849022
92	93	60	TP	0.741386635973
93	94	100	TP	0.552135645761
94	95	230	TN	0.17095015753
95	96	61	TP	0.736968424871
96	97	59	TP	0.745765159278
98	99	9	UNDETERMINED	0.884976494002
99	100	-1	UNDETERMINED	0.893144797302
102	103	-11	UNDETERMINED	0.895754340815
103	104	9	UNDETERMINED	0.884976494002
104	105	202	UNDETERMINED	0.192969994832
106	107	-4	UNDETERMINED	0.894501849022
109	110	160	TP	0.286495485629
110	111	14	TP	0.878683572205
111	112	324	TP	0.188105876804
114	115	175	UNDETERMINED	0.242028588867
116	117	15	UNDETERMINED	0.87723842875
117	118	105	UNDETERMINED	0.528180911439
123	124	-4	UNDETERMINED	0.894501849022
124	125	104	UNDETERMINED	0.532968905439
125	126	63	UNDETERMINED	0.728021726548
129	130	11	TP	0.882643147786
130	131	113	TN	0.489944720352
131	132	49	UNDETERMINED	0.786903173378
132	133	26	UNDETERMINED	0.856975335502
133	134	11	UNDETERMINED	0.882643147786
134	135	16	TN	0.875729467018
135	136	34	TP	0.836903763749
136	137	97	TN	0.566526160205
137	138	369	UNDETERMINED	0.175583958295
138	139	-4	UNDETERMINED	0.894501849022
139	140	59	TN	0.745765159278
140	141	36	TP	0.831157538549
141	142	177	TP	0.237113845001
142	143	14	TN	0.878683572205
144	145	195	UNDETERMINED	0.202486772476
145	146	219	UNDETERMINED	0.176756911887
146	147	50	UNDETERMINED	0.783035664973
147	148	-1	UNDETERMINED	0.893144797302
148	149	-4	UNDETERMINED	0.894501849022
151	152	81	UNDETERMINED	0.643431835344
153	154	37	UNDETERMINED	0.828175069036
154	155	-8	UNDETERMINED	0.895545747803
156	157	129	UNDETERMINED	0.414493287138
157	158	154	UNDETERMINED	0.307974742682
